V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Name R3,Name R2,Name R1,Name B3,Name B2,Name B1,ResponseID,worktimeArray,tasktime,offTask,onTask,totalOnTask,totalOffTask,pageNo,perPagePT,ConsentForm,Consent,Q337,Gender,Gender_TEXT,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_7,Race_7_TEXT,PixStatement,Q375,B1,B1_1,B1_2,B1_3,B1_4,B2,B2_1,B2_2,B2_3,B2_4,B3,B3_1,B3_2,B3_3,B3_4,TimerBlackInvis_1,TimerBlackInvis_2,TimerBlackInvis_3,TimerBlackInvis_4,BlackInvisibility_1,BlackInvisibility_2,BlackInvisibility_3,BlackInvisibility_4,BlackInvisibility_5,BlackInvisibility_6,BlackInvisibility_7,BlackInvisibility_8,TimerBlkConInvis_1,TimerBlkConInvis_2,TimerBlkConInvis_3,TimerBlkConInvis_4,BlkContemporaryInvis_1,BlkContemporaryInvis_2,BlkContemporaryInvis_3,BlkContemporaryInvis_4,BlkContemporaryInvis_5,BlkContemporaryInvis_6,TimerBlkRaceMini_1,TimerBlkRaceMini_2,TimerBlkRaceMini_3,TimerBlkRaceMini_4,BlkRacismMini_1,BlkRacismMini_2,BlkRacismMini_3,BlkRacismMini_4,BlkRacismMini_5,BlkRacismMini_6,BlkRacismMini_7,BlkRacismMini_8,BlkRacismMini_9,BlkRacismMini_10,TimerGovRep_1,TimerGovRep_2,TimerGovRep_3,TimerGovRep_4,BlkGovtRep_1,BlkGovtRep_2,BlkGovtRep_3,BlkGovtRep_4,BlkGovtRep_5,BlkGovtRep_6,BlkGovtRep_7,BlkGovtRep_8,BlkGovtRep_9,Q353,R1,R1_1,R1_2,R1_3,R1_4,R2,R2_1,R2_2,R2_3,R2_4,R3,R3_1,R3_2,R3_3,R3_4,TimerInvis_1,TimerInvis_2,TimerInvis_3,TimerInvis_4,NtvInvisibility_1,NtvInvisibility_2,NtvInvisibility_3,NtvInvisibility_4,NtvInvisibility_5,NtvInvisibility_6,NtvInvisibility_7,NtvInvisibility_8,TimerContempInvis_1,TimerContempInvis_2,TimerContempInvis_3,TimerContempInvis_4,NtvContemporaryInvis_1,NtvContemporaryInvis_2,NtvContemporaryInvis_3,NtvContemporaryInvis_4,NtvContemporaryInvis_5,NtvContemporaryInvis_6,TimerNtvRaceMini_1,TimerNtvRaceMini_2,TimerNtvRaceMini_3,TimerNtvRaceMini_4,NtvRacismMini_1,NtvRacismMini_2,NtvRacismMini_3,NtvRacismMini_4,NtvRacismMini_5,NtvRacismMini_6,NtvRacismMini_7,NtvRacismMini_8,NtvRacismMini_9,NtvRacismMini_10,TimerNGoveRep_1,TimerNGoveRep_2,TimerNGoveRep_3,TimerNGoveRep_4,NtvGovtRep_1,NtvGovtRep_2,NtvGovtRep_3,NtvGovtRep_4,NtvGovtRep_5,NtvGovtRep_6,NtvGovtRep_7,NtvGovtRep_8,NtvGovtRep_9,RFCommon,RFMediaCoverage,BFCommon,BFMediaCoverage,RFImportant,BFImportant,OE_Respond,SES,BorninUS,Q107,BornWhere,MovedtoUSAge,LongestState,LengthState,FatherUSBorn,MotherUSBorn,PrimaryCaretaker,PrimaryCaretaker_TEXT,PrimaryEd,SecondCaretaker,SecondCaretaker_TEXT,SecondEdu,Age,Religion,Religion_TEXT,Religiosity,LibCon,Q176,Debrief,MTurkCode,DO-BR-FL_466,DO-BR-FL_463,DO-BR-FL_459,DO-BR-FL_455,DO-BR-FL_451,DO-BR-FL_443,DO-BR-FL_285,DO-BR-FL_290,DO-BR-FL_376,DO-BR-FL_391,DO-BR-FL_401,DO-BR-FL_306,DO-BR-FL_381,DO-BR-FL_409,DO-BR-FL_415,DO-BR-FL_419,DO-BR-FL_428,DO-BR-FL_434,DO-BR-FL_439,DO-BL-Commonality,DO-BL-Importance,DO-Q-NtvInvisibility1,DO-Q-BlackInvis1,DO-Q-NtvRaceMini,DO-Q-BlkRaceMini,DO-Q-NtvInvisibility2,DO-Q-BlackInvis2,DO-Q-BlkGovRep,DO-Q-NtvGovRep,LocationLatitude,LocationLongitude,LocationAccuracy
R_2t3gugQZDEu2qhW,Default Response Set,Anonymous,,,24.207.225.198,0,4/30/2019 10:02,4/30/2019 10:02,1,Sarah,Anne,Allison,Claire,Emily,Wyatt,R_2t3gugQZDEu2qhW,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_468,FL_465,FL_461,FL_457,FL_454,FL_444,,,,,,,,,,,,,,,,,,,,,,,,38.6486969,-90.32969666,-1
R_2xKkmqd3yZdWrgj,Default Response Set,Anonymous,,,,1,4/30/2019 11:46,4/30/2019 11:49,1,Greg,Mathew,Allison,Claire,Emily,Kristen,R_2xKkmqd3yZdWrgj,,,,,,,,,1,1,1,,,,,1,,,,,,1,1,1,,,,,1,,,,,1,,,,,0,0,2.917,0,,,,,,,,,0,0,3.416,0,,,,,,,0,0,4.654,0,,,,,,,,,,,0,0,2.945,0,,,,,,,,,,,1,,,,,1,,,,,1,,,,,0,0,2.41,0,,,,,,,,,0,0,3.321,0,,,,,,,0,0,27.45,0,,,,,,,,,,,0,0,11.107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,FL_467,FL_464,FL_461,FL_457,FL_454,FL_445,FL_418,,,,,,,,,B2|B3|R1|R3|R2|B1,FL_430|FL_429,Native Gov Rep|Native Minimization,Black Minimization|Black Gov Rep,RFMediaCoverage|RFCommon|BFMediaCoverage|BFCommon,RFImportant|BFImportant,2|6|7|8|3|1|4|5,6|4|8|2|3|1|7|5,5|7|10|1|6|9|2|8|4|3,10|5|3|7|6|1|2|8|4|9,3|2|1|5|4|6,2|4|1|3|5|6,6|9|3|8|7|5|2|1|4,5|3|8|1|9|4|2|7|6,47.6631012,-122.3029022,-1
R_2hOJUr5gw9MDMB3,Default Response Set,Anonymous,,,,1,4/30/2019 12:01,4/30/2019 12:03,1,Greg,Mathew,Allison,Claire,Connor,Wyatt,R_2hOJUr5gw9MDMB3,,,,,,,,,1,,1,,,,,1,,,,,,1,1,1,,,,,1,,,,,1,,,,,0,0,1.907,0,,,,,,,,,0,0,2.824,0,,,,,,,0,0,3.011,0,,,,,,,,,,,0,0,5.296,0,,,,,,,,,,1,1,,,,,1,,,,,1,,,,,0,0,1.971,0,,,,,,,,,0,0,3.589,0,,,,,,,0,0,4.782,0,,,,,,,,,,,0,0,4.671,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,FL_467,FL_464,FL_461,FL_457,FL_453,FL_444,FL_288,B2|B1|B3,Black Gov Rep|Black Minimization,R1|R2|R3,Native Gov Rep|Native Minimization,,,,,,,,,RFMediaCoverage|RFCommon|BFCommon|BFMediaCoverage,RFImportant|BFImportant,8|5|7|3|1|2|4|6,3|5|7|6|8|2|4|1,2|6|3|7|5|1|4|8|10|9,6|9|2|5|3|8|4|7|1|10,5|2|1|4|3|6,2|4|5|1|3|6,5|7|3|2|6|8|4|9|1,5|7|4|3|2|6|1|8|9,47.6631012,-122.3029022,-1
R_3ixsiJZtCwrS90v,Default Response Set,Anonymous,,,67.3.33.27,0,4/30/2019 12:04,4/30/2019 12:05,1,Sarah,Mathew,Brett,Claire,Connor,Wyatt,R_3ixsiJZtCwrS90v,,,,,,,,,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_468,FL_464,FL_460,FL_457,FL_453,FL_444,,,,,,,,,,,,,,,,,,,,,,,,46.71260071,-92.35690308,-1
R_77fBdifuhqsAB4R,Default Response Set,Anonymous,,,72.182.160.80,0,4/30/2019 12:04,4/30/2019 12:05,1,Greg,Mathew,Allison,Claire,Emily,Wyatt,R_77fBdifuhqsAB4R,,,,,,,,,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_467,FL_464,FL_461,FL_457,FL_454,FL_444,,,,,,,,,,,,,,,,,,,,,,,,32.66090393,-97.03420258,-1
R_1jSYUjLRKZyyZxj,Default Response Set,Anonymous,,,167.160.136.198,0,4/30/2019 12:04,4/30/2019 12:05,1,Greg,Anne,Allison,Claire,Connor,Kristen,R_1jSYUjLRKZyyZxj,,,,,,,,,1,1,1,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_467,FL_465,FL_461,FL_457,FL_453,FL_445,,,,,,,,,,,,,,,,,,,,,,,,34.9151001,-81.01290131,-1
R_2xwKFZZaSFXrbbJ,Default Response Set,Anonymous,,,71.234.233.198,0,4/30/2019 12:04,4/30/2019 12:05,1,Sarah,Anne,Brett,Todd,Emily,Kristen,R_2xwKFZZaSFXrbbJ,,,,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_468,FL_465,FL_460,FL_456,FL_454,FL_445,,,,,,,,,,,,,,,,,,,,,,,,41.31860352,-72.93019867,-1
R_3D6FVEDfaN22n0V,Default Response Set,Anonymous,,,162.200.74.157,0,4/30/2019 12:04,4/30/2019 12:05,1,Greg,Anne,Allison,Claire,Connor,Kristen,R_3D6FVEDfaN22n0V,,,,,,,,,1,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_467,FL_465,FL_461,FL_457,FL_453,FL_445,,,,,,,,,,,,,,,,,,,,,,,,32.769104,-96.6053009,-1
R_3J5keKHM0p3TjJZ,Default Response Set,Anonymous,,,74.138.188.28,0,4/30/2019 12:04,4/30/2019 12:05,1,Greg,Mathew,Brett,Claire,Connor,Wyatt,R_3J5keKHM0p3TjJZ,,,,,,,,,1,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_467,FL_464,FL_460,FL_457,FL_453,FL_444,,,,,,,,,,,,,,,,,,,,,,,,39.07859802,-84.45230103,-1
R_3g7ww1UkxOaDbPr,Default Response Set,Anonymous,,,66.91.99.250,0,4/30/2019 12:04,4/30/2019 12:05,1,Sarah,Anne,Allison,Todd,Emily,Kristen,R_3g7ww1UkxOaDbPr,,,,,,,,,1,1,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_468,FL_465,FL_461,FL_456,FL_454,FL_445,,,,,,,,,,,,,,,,,,,,,,,,20.89660645,-156.5036011,-1
R_3NCGYCaBVLCcYbs,Default Response Set,Anonymous,,,23.123.130.236,0,4/30/2019 12:04,4/30/2019 12:05,1,Greg,Mathew,Brett,Claire,Connor,Wyatt,R_3NCGYCaBVLCcYbs,,,,,,,,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_467,FL_464,FL_460,FL_457,FL_453,FL_444,,,,,,,,,,,,,,,,,,,,,,,,29.60090637,-95.22399902,-1
R_2xKOcTp9LDCCWDE,Default Response Set,Anonymous,,,198.99.244.32,0,4/30/2019 12:05,4/30/2019 12:05,1,Sarah,Anne,Brett,Todd,Connor,Wyatt,R_2xKOcTp9LDCCWDE,,,,,,,,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_468,FL_465,FL_460,FL_456,FL_453,FL_444,,,,,,,,,,,,,,,,,,,,,,,,33.31210327,-111.8212967,-1
R_27wkmrADhYAQ7xo,Default Response Set,Anonymous,,,66.91.245.82,0,4/30/2019 12:04,4/30/2019 12:05,1,Sarah,Mathew,Brett,Todd,Emily,Kristen,R_27wkmrADhYAQ7xo,,,,,,,,,1,1,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_468,FL_464,FL_460,FL_456,FL_454,FL_445,,,,,,,,,,,,,,,,,,,,,,,,21.35710144,-157.9257965,-1
R_2VPfK9YrCTpXlgT,Default Response Set,Anonymous,,,97.99.78.117,0,4/30/2019 12:05,4/30/2019 12:05,1,Sarah,Mathew,Brett,Claire,Emily,Kristen,R_2VPfK9YrCTpXlgT,,,,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_468,FL_464,FL_460,FL_457,FL_454,FL_445,,,,,,,,,,,,,,,,,,,,,,,,32.9992981,-96.83460236,-1
R_2wt21vohHyqC3WL,Default Response Set,Anonymous,,,99.119.193.239,0,4/30/2019 12:05,4/30/2019 12:05,1,Greg,Anne,Allison,Claire,Connor,Wyatt,R_2wt21vohHyqC3WL,,,,,,,,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_467,FL_465,FL_461,FL_457,FL_453,FL_444,,,,,,,,,,,,,,,,,,,,,,,,37.79580688,-122.4203033,-1
R_1NxKiAmDUIkwWd6,Default Response Set,Anonymous,,,24.47.186.97,0,4/30/2019 12:05,4/30/2019 12:05,1,Sarah,Anne,Brett,Todd,Connor,Wyatt,R_1NxKiAmDUIkwWd6,,,,,,,,,1,1,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_468,FL_465,FL_460,FL_456,FL_453,FL_444,,,,,,,,,,,,,,,,,,,,,,,,40.85470581,-73.92179871,-1
R_3nfayngKFB2wsj6,Default Response Set,Anonymous,,,173.235.78.170,0,4/30/2019 12:05,4/30/2019 12:05,1,Sarah,Anne,Allison,Todd,Emily,Kristen,R_3nfayngKFB2wsj6,,,,,,,,,1,1,1,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_468,FL_465,FL_461,FL_456,FL_454,FL_445,,,,,,,,,,,,,,,,,,,,,,,,31.3144989,-89.37879944,-1
R_2WU2ULqMH8ezfyG,Default Response Set,Anonymous,,,66.108.72.105,0,4/30/2019 12:05,4/30/2019 12:05,1,Greg,Mathew,Brett,Claire,Connor,Kristen,R_2WU2ULqMH8ezfyG,,,,,,,,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_467,FL_464,FL_460,FL_457,FL_453,FL_445,,,,,,,,,,,,,,,,,,,,,,,,40.71229553,-73.79850006,-1
R_2Ybow05wBjb071f,Default Response Set,Anonymous,,,98.28.135.238,0,4/30/2019 12:05,4/30/2019 12:05,1,Greg,Anne,Brett,Claire,Emily,Wyatt,R_2Ybow05wBjb071f,,,,,,,,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_467,FL_465,FL_460,FL_457,FL_454,FL_444,,,,,,,,,,,,,,,,,,,,,,,,39.2454071,-84.25370026,-1
R_3MR62zt9TUE3omx,Default Response Set,Anonymous,,,67.3.33.27,0,4/30/2019 12:05,4/30/2019 12:05,1,Greg,Mathew,Brett,Claire,Connor,Kristen,R_3MR62zt9TUE3omx,,,,,,,,,1,1,1,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_467,FL_464,FL_460,FL_457,FL_453,FL_445,,,,,,,,,,,,,,,,,,,,,,,,46.71260071,-92.35690308,-1
R_1laj2axGVBp3oNT,Default Response Set,Anonymous,,,69.132.49.161,0,4/30/2019 12:05,4/30/2019 12:05,1,Sarah,Mathew,Allison,Todd,Emily,Kristen,R_1laj2axGVBp3oNT,,,,,,,,,1,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_468,FL_464,FL_461,FL_456,FL_454,FL_445,,,,,,,,,,,,,,,,,,,,,,,,35.48379517,-80.60310364,-1
R_1pGnGgH5S8bwGpf,Default Response Set,Anonymous,,,23.123.130.236,0,4/30/2019 12:05,4/30/2019 12:05,1,Sarah,Anne,Allison,Todd,Emily,Kristen,R_1pGnGgH5S8bwGpf,,,,,,,,,1,1,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_468,FL_465,FL_461,FL_456,FL_454,FL_445,,,,,,,,,,,,,,,,,,,,,,,,29.60090637,-95.22399902,-1
R_2wtYUn3iEnljqJl,Default Response Set,Anonymous,,,71.84.158.212,0,4/30/2019 12:05,4/30/2019 12:05,1,Greg,Mathew,Brett,Todd,Connor,Kristen,R_2wtYUn3iEnljqJl,,,,,,,,,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_467,FL_464,FL_460,FL_456,FL_453,FL_445,,,,,,,,,,,,,,,,,,,,,,,,33.14520264,-97.06990051,-1
R_1EZf7Poeazuq91k,Default Response Set,Anonymous,,,12.218.182.74,0,4/30/2019 12:05,4/30/2019 12:05,1,Greg,Mathew,Brett,Todd,Connor,Kristen,R_1EZf7Poeazuq91k,,,,,,,,,1,1,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_467,FL_464,FL_460,FL_456,FL_453,FL_445,,,,,,,,,,,,,,,,,,,,,,,,27.76429749,-80.60189819,-1
R_3qWpefQBleO4Yio,Default Response Set,Anonymous,,,128.6.37.203,0,4/30/2019 12:05,4/30/2019 12:05,1,Greg,Mathew,Brett,Claire,Connor,Wyatt,R_3qWpefQBleO4Yio,,,,,,,,,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_467,FL_464,FL_460,FL_457,FL_453,FL_444,,,,,,,,,,,,,,,,,,,,,,,,40.48910522,-74.44819641,-1
R_2ffjTtnEHiisEq2,Default Response Set,Anonymous,,,66.91.99.250,8,4/30/2019 12:05,4/30/2019 12:05,1,Greg,Anne,Brett,Claire,Emily,Wyatt,R_2ffjTtnEHiisEq2,,,,,,,,,1,1,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_467,FL_465,FL_460,FL_457,FL_454,FL_444,,,,,,,,,,,,,,,,,,,,,,,,20.89660645,-156.5036011,-1
R_3q7NZe33a0btiNA,Default Response Set,Anonymous,,,65.211.20.74,0,4/30/2019 12:05,4/30/2019 12:05,1,Sarah,Anne,Allison,Claire,Emily,Kristen,R_3q7NZe33a0btiNA,,,,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_468,FL_465,FL_461,FL_457,FL_454,FL_445,,,,,,,,,,,,,,,,,,,,,,,,39.91569519,-75.06340027,-1
R_2dKiaOQmRSvSbNm,Default Response Set,Anonymous,,,70.103.162.140,0,4/30/2019 12:05,4/30/2019 12:05,1,Greg,Anne,Allison,Todd,Emily,Wyatt,R_2dKiaOQmRSvSbNm,,,,,,,,,1,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_467,FL_465,FL_461,FL_456,FL_454,FL_444,,,,,,,,,,,,,,,,,,,,,,,,39.92410278,-105.0639038,-1
